,City,City Id,Max Temp,Humidity,Wind Speed,Cloudiness,Latitude,Longitude,Country,Date
324,Coquimbo,3893629,287.0,88,1.03,90,-29.9533,-71.3436,CL,1636425802
325,Wau,363885,297.79,75,1.6,98,7.7029,27.9953,SS,1636425802
326,Manuk Mangkaw,1701394,301.16,76,2.83,100,4.8,119.85,PH,1636425802
327,Keffi,2334652,296.36,86,1.05,97,8.8486,7.8736,NG,1636425803
328,Kristianstad,2699310,276.4,100,1.03,90,56.0313,14.1524,SE,1636425803
329,Muchkapskiy,524627,279.29,79,5.05,100,51.8513,42.4717,RU,1636425803
330,Klerksdorp,989921,285.27,66,2.27,0,-26.8521,26.6667,ZA,1636425804
331,Banjar,1650232,303.1,63,1.46,95,-8.19,114.9675,ID,1636425804
332,Vernon,6173864,278.49,67,0.45,91,50.2581,-119.2691,CA,1636425804
333,Kralendijk,3513563,300.14,83,4.63,15,12.15,-68.2667,BQ,1636425583
334,Lagunillas,3637623,299.26,79,3.07,98,10.1301,-71.2595,VE,1636425805
335,Puerto Palomas,3991350,289.78,25,3.46,100,31.7667,-107.6167,MX,1636425805
336,Henties Bay,3356832,285.85,90,2.21,0,-22.116,14.2845,NA,1636425805
337,Port Lincoln,2063036,289.97,62,5.86,100,-34.7333,135.8667,AU,1636425806
338,Kiryat Gat,293842,295.32,26,2.38,7,31.61,34.7642,IL,1636425721
339,Meadow Lake,5478673,290.26,35,2.9,11,34.8014,-106.5436,US,1636425806
340,Forsytheganj,10722858,275.54,64,5.88,99,52.6333,29.7333,BY,1636425806
341,Antofagasta,3899539,288.75,79,0.49,41,-23.65,-70.4,CL,1636425807
342,Panama City,3703443,298.8,85,3.6,40,8.9936,-79.5197,PA,1636425706
343,Dingle,1714733,302.72,76,6.7,94,10.9995,122.6711,PH,1636425807
344,Jasper,4392354,289.25,64,3.09,1,37.2001,-94.3502,US,1636425808
345,North Bend,5742974,285.1,78,6.17,90,43.4065,-124.2243,US,1636425808
346,Tual,1623197,302.39,74,3.37,82,-5.6667,132.75,ID,1636425808
347,Ibrā’,287832,295.39,31,2.36,0,22.6906,58.5334,OM,1636425808
348,Ashikaga,1865005,290.7,97,2.17,100,36.3333,139.45,JP,1636425809
349,Wum,2221053,290.88,92,1.38,55,6.3833,10.0667,CM,1636425809
350,Esim,2303611,299.05,87,2.63,100,4.8699,-2.2405,GH,1636425810
351,Lagan,551846,283.06,96,4.59,93,45.3929,47.3707,RU,1636425810
352,Mayumba,2399001,296.7,89,3.65,100,-3.432,10.6554,GA,1636425810
353,Vicuña,3868308,283.0,51,0.52,0,-30.0319,-70.7081,CL,1636425811
354,Monte Alegre,3394605,297.91,86,1.32,71,-2.0078,-54.0692,BR,1636425811
355,Faanui,4034551,299.32,76,5.77,47,-16.4833,-151.75,PF,1636425811
356,Jacmel,3723779,298.06,84,2.35,13,18.2342,-72.5347,HT,1636425812
357,Nantucket,4944903,284.87,83,2.06,1,41.2835,-70.0995,US,1636425812
358,Talnakh,1490256,256.62,97,3.72,100,69.4865,88.3972,RU,1636425812
359,Lady Lake,4161118,289.07,72,1.79,1,28.9175,-81.9229,US,1636425616
360,Madzhalis,532314,284.9,45,2.66,37,42.1217,47.8333,RU,1636425813
361,Gizo Government Station,2108857,303.32,59,1.44,31,-8.103,156.8419,SB,1636425813
362,Jalu,86049,291.49,42,3.77,97,29.0331,21.5482,LY,1636425813
363,Zlobin,3191648,280.76,61,5.66,0,45.2924,14.6541,HR,1636425814
364,Portland,5746545,285.91,58,4.92,75,45.5234,-122.6762,US,1636425646
365,Vilyuysk,2013392,271.44,96,3.32,100,63.7553,121.6247,RU,1636425814
366,Chui,3443061,286.35,84,1.53,2,-33.6971,-53.4616,UY,1636425814
367,Vanimo,2084442,302.85,70,4.21,79,-2.6741,141.3028,PG,1636425815
368,Egvekinot,4031742,258.41,95,1.57,100,66.3167,-179.1667,RU,1636425815
369,Montepuez,1037125,293.54,94,2.26,41,-13.1256,38.9997,MZ,1636425815
370,Cantaura,3646869,296.52,82,3.45,100,9.3057,-64.3584,VE,1636425815
371,Codrington,2171099,287.53,72,3.62,100,-38.2667,141.9667,AU,1636425816
372,Avera,4231997,287.08,46,1.94,0,33.194,-82.5271,US,1636425816
373,Carbondale,4235193,287.39,67,1.54,1,37.7273,-89.2168,US,1636425816
374,Havre-St-Pierre,5972291,280.48,93,2.57,90,50.2334,-63.5986,CA,1636425817
375,Derzhavīnsk,1524606,272.45,45,5.35,79,51.1,66.3167,KZ,1636425817
376,Chapais,5919850,282.03,86,4.17,100,49.7834,-74.8492,CA,1636425817
377,Tiguha,1958342,302.91,65,2.06,97,7.7044,123.2114,PH,1636425818
378,Honiara,2108502,304.93,56,2.93,59,-9.4333,159.95,SB,1636425818
379,Jiexiu,1805833,275.53,42,6.07,0,37.0244,111.9125,CN,1636425818
380,Omsukchan,2122493,251.88,94,1.46,12,62.5333,155.8,RU,1636425819
381,Krasnosel'kup,1502073,261.39,87,3.39,100,65.7,82.4667,RU,1636425819
382,Conceição do Araguaia,3401845,297.33,90,1.41,99,-8.2578,-49.2647,BR,1636425763
383,Chokurdakh,2126123,248.45,93,3.32,61,70.6333,147.9167,RU,1636425819
384,Camacha,2270385,290.83,68,4.63,40,33.0833,-16.3333,PT,1636425820
385,Nuevo San Juan Parangaricutiro,3994594,287.01,77,1.98,28,19.4,-102.1333,MX,1636425820
386,Tiksi,2015306,266.4,78,9.12,100,71.6872,128.8694,RU,1636425820
387,Kununurra,2068110,307.14,55,2.57,5,-15.7667,128.7333,AU,1636425821
388,Pangnirtung,6096551,255.96,69,2.69,11,66.1451,-65.7125,CA,1636425821
389,Kruisfontein,986717,285.31,87,3.52,6,-34.0033,24.7314,ZA,1636425821
390,Paamiut,3421193,263.33,74,5.13,61,61.994,-49.6678,GL,1636425822
391,Neryungri,2019309,263.28,78,0.85,22,56.6709,124.6491,RU,1636425822
392,Santa Maria,3450083,292.76,68,5.14,0,-29.6842,-53.8069,BR,1636425749
393,Khandyga,2022773,264.07,93,2.81,100,62.6667,135.6,RU,1636425822
394,Tarko-Sale,1490085,266.54,96,1.62,100,64.9225,77.785,RU,1636425823
395,Menongue,3347353,290.09,86,1.85,86,-14.6585,17.691,AO,1636425823
396,Lunca Ilvei,674402,276.97,96,0.19,100,47.3667,24.9833,RO,1636425823
397,Ostrovnoy,556268,271.83,66,6.46,100,68.0531,39.5131,RU,1636425824
398,Kharp,1503726,259.94,91,3.18,8,66.8014,65.8081,RU,1636425824
399,Bassar,2367568,297.52,67,1.11,5,9.25,0.7833,TG,1636425625
400,Yangi Marg`ilon,1513491,274.83,69,2.06,75,40.4272,71.7189,UZ,1636425824
401,Kudahuvadhoo,1337607,301.41,71,7.66,82,2.6708,72.8944,MV,1636425825
402,Palana,2122262,270.15,78,4.87,100,59.1167,159.9667,RU,1636425825
403,San Quintín,3984997,289.75,85,2.75,1,30.4833,-115.95,MX,1636425825
404,Rehoboth,3353540,284.69,26,3.12,0,-23.3167,17.0833,NA,1636425826
405,Hirara,1862505,294.07,73,5.14,75,24.8,125.2833,JP,1636425826
406,Mana,3381041,298.51,86,3.09,78,5.6592,-53.7767,GF,1636425826
407,Huejuquilla el Alto,4004616,288.69,35,0.74,6,22.6,-103.8667,MX,1636425827
408,Asău,686090,280.24,81,1.31,100,46.4333,26.4,RO,1636425827
409,Cabedelo,3404558,298.52,76,6.01,9,-6.9811,-34.8339,BR,1636425828
410,Kamra,1175082,288.16,31,4.02,0,33.7473,73.5111,PK,1636425828
411,Havøysund,779622,270.64,79,4.59,98,70.9963,24.6622,NO,1636425828
412,Nome,5870133,266.19,73,1.54,90,64.5011,-165.4064,US,1636425829
413,Savinka,498295,282.46,98,3.53,100,50.0785,47.0994,RU,1636425829
414,Khor,2022317,280.39,87,5.16,100,47.8861,134.9464,RU,1636425829
415,Cap-Chat,5915359,281.15,76,3.09,100,49.1001,-66.6821,CA,1636425830
416,Antalaha,1071296,296.92,84,1.67,61,-14.9003,50.2788,MG,1636425830
417,Dunmore Town,3572462,297.43,67,7.19,10,25.5,-76.65,BS,1636425830
418,Yantal',2055868,273.55,76,6.32,86,56.8471,105.2542,RU,1636425831
419,Arlit,2447513,299.18,13,3.52,53,18.7369,7.3853,NE,1636425831
420,Pitimbu,3391889,298.48,75,5.78,14,-7.4706,-34.8086,BR,1636425831
421,Alofi,4036284,301.09,74,5.14,75,-19.0595,-169.9187,NU,1636425831
422,Muscat,287286,296.16,53,0.83,0,23.6139,58.5922,OM,1636425832
423,Zyryanka,2119283,254.05,91,4.71,7,65.75,150.85,RU,1636425832
424,Masvingo,886763,295.59,31,2.97,9,-20.0637,30.8277,ZW,1636425832
425,Hurghada,361291,294.17,35,3.09,0,27.2574,33.8129,EG,1636425833
426,Alençon,3038230,273.59,93,0.61,29,48.4333,0.0833,FR,1636425833
427,Grindavik,3416888,279.41,100,4.12,90,63.8424,-22.4338,IS,1636425833
428,Saint-Augustin,6137462,277.81,93,1.07,100,51.226,-58.6502,CA,1636425833
429,Maragogi,3395458,298.48,78,4.4,17,-9.0122,-35.2225,BR,1636425834
430,Carauari,3664659,296.54,98,0.11,100,-4.8828,-66.8958,BR,1636425834
431,Caconda,3351380,289.65,87,1.72,100,-13.7333,15.0667,AO,1636425834
432,Kodinsk,1503037,271.15,94,4.62,100,58.6881,99.1844,RU,1636425835
433,Santa Rosa,1687894,305.43,68,7.14,100,14.3122,121.1114,PH,1636425835
434,Colares,2269142,289.76,51,2.24,69,38.7992,-9.4469,PT,1636425835
435,Sobolevo,525426,272.22,87,7.48,100,54.4299,31.8996,RU,1636425836
436,Kuah,1222396,303.14,74,2.06,20,6.3265,99.8432,MY,1636425836
437,Malegaon,1264115,295.69,39,2.64,18,20.55,74.5333,IN,1636425558
438,Kavieng,2094342,303.33,66,7.07,28,-2.5744,150.7967,PG,1636425836
439,Yuli,2317982,297.81,76,0.21,29,9.6989,10.2744,NG,1636425837
440,Rio Grande,3451138,284.79,72,2.2,0,-32.035,-52.0986,BR,1636425837
441,Udachny,2014624,266.35,92,2.65,100,66.4167,112.4,RU,1636425837
442,Port Hardy,6111862,281.15,87,12.86,90,50.6996,-127.4199,CA,1636425838
443,Ballina,2177069,301.36,73,3.6,40,-28.8667,153.5667,AU,1636425838
444,Tabou,2281120,298.76,89,2.13,72,4.423,-7.3528,CI,1636425838
445,Itarema,3393692,299.38,77,4.63,54,-2.9248,-39.9167,BR,1636425839
446,Bang Saphan,1157662,300.12,91,3.37,100,11.2126,99.5117,TH,1636425839
447,Fort Nelson,5955902,265.92,100,1.54,90,58.8053,-122.7002,CA,1636425689
448,Olen,2789887,278.69,94,2.61,58,51.1333,4.8333,BE,1636425839
449,Soloneshnoye,1491461,271.93,78,2.18,97,51.6544,84.3197,RU,1636425840
450,Takāb,113508,273.43,25,1.1,22,36.4009,47.1133,IR,1636425840
451,Mareeba,2158767,302.31,72,2.91,73,-17.0,145.4333,AU,1636425840
452,Malya,154995,293.31,63,2.01,75,-2.9833,33.5167,TZ,1636425841
453,Trelew,3833883,284.49,72,5.09,7,-43.249,-65.3051,AR,1636425841
454,Progreso,3521108,295.51,63,4.28,0,21.2833,-89.6667,MX,1636425842
455,Camaná,3945985,291.59,80,2.28,97,-16.6228,-72.7111,PE,1636425842
456,Inhambane,1045114,296.41,94,5.7,1,-23.865,35.3833,MZ,1636425842
457,Pochutla,3517970,299.16,90,1.75,23,15.7432,-96.4661,MX,1636425843
458,Ndélé,237379,295.72,78,1.5,100,8.4109,20.6473,CF,1636425843
459,Bayir,304183,279.44,41,1.01,11,37.2687,28.2167,TR,1636425843
460,Cho Dok,1585660,302.47,73,4.6,62,10.7,105.1167,VN,1636425844
461,Shetpe,608324,282.68,83,3.69,100,44.1667,52.1167,KZ,1636425844
462,Minyar,580660,276.66,95,5.24,100,55.0709,57.5485,RU,1636425844
463,Songea,877401,288.69,76,1.98,53,-10.6833,35.65,TZ,1636425845
464,Demba,217389,293.17,85,0.83,29,-5.51,22.2667,CD,1636425845
465,Barabai,1650064,299.84,81,0.62,94,-2.5833,115.3833,ID,1636425845
466,Green River,5826559,276.37,67,1.22,74,41.5286,-109.4662,US,1636425846
467,Hay River,5972762,267.14,86,3.6,75,60.8156,-115.7999,CA,1636425722
468,Riyadh,108410,289.23,30,2.71,2,24.6877,46.7219,SA,1636425591
469,Baruun-Urt,2032614,272.74,54,6.54,99,46.6806,113.2792,MN,1636425847
470,Jardim,3460087,295.8,90,1.47,98,-21.4803,-56.1381,BR,1636425847
471,Bondoukou,2291136,295.15,90,1.91,5,8.0333,-2.8,CI,1636425847
472,Uyuni,3901903,281.55,11,3.01,38,-20.4597,-66.825,BO,1636425848
473,Taksimo,2015701,264.65,83,0.69,57,56.3444,114.8794,RU,1636425784
474,Namtsy,2019488,263.21,95,2.39,100,62.7161,129.6658,RU,1636425848
475,Ternate,1624041,303.48,63,0.31,25,0.8,127.4,ID,1636425848
476,Mumbwa,904422,295.72,30,2.86,4,-14.9783,27.0619,ZM,1636425849
477,Abnūb,362973,293.38,32,1.14,0,27.2696,31.1511,EG,1636425849
478,Orange Cove,5379533,289.96,53,1.39,100,36.6244,-119.3137,US,1636425850
479,Aksu,1529660,272.9,21,1.12,92,41.1231,80.2644,CN,1636425850
480,San Miguel,3583446,300.96,65,3.09,0,13.4833,-88.1833,SV,1636425850
481,Arua,235039,290.81,91,1.09,76,3.0201,30.9111,UG,1636425851
482,Kungurtug,1501377,265.2,69,0.25,13,50.5994,97.5228,RU,1636425851
483,Concepción del Oro,4013039,288.71,32,1.85,74,24.6333,-101.4167,MX,1636425851
484,Bondo,218253,292.91,97,1.09,14,3.8146,23.6866,CD,1636425852
485,Mthatha,946058,284.1,94,3.66,100,-31.5889,28.7844,ZA,1636425852
486,Coracora,3942259,282.33,54,0.41,73,-15.0333,-73.7833,PE,1636425852
487,Lefka,146392,289.46,37,1.85,6,35.1106,32.8506,CY,1636425853
488,Obo,236950,292.66,93,1.47,94,5.3998,26.4869,CF,1636425853
489,Bay Roberts,5895424,278.43,93,0.45,100,47.5999,-53.2648,CA,1636425789
490,José de Freitas,3397230,297.68,94,1.87,100,-4.7564,-42.5756,BR,1636425853
491,Dryden,5942913,275.31,60,2.57,1,49.7833,-92.7503,CA,1636425849
492,Yurga,1485724,271.31,85,5.11,100,55.7231,84.8861,RU,1636425854
493,Beberibe,3405924,301.17,76,6.4,69,-4.1797,-38.1306,BR,1636425854
494,Shizunai-furukawachō,2128025,286.97,80,12.34,100,42.3339,142.3669,JP,1636425854
495,Tiznit Province,2527087,284.62,34,1.13,0,29.5833,-9.5,MA,1636425855
496,Port-Gentil,2396518,299.24,80,3.53,100,-0.7193,8.7815,GA,1636425855
497,Sterling,4787534,286.23,78,0.0,1,39.0062,-77.4286,US,1636425770
498,Nadym,1498087,263.78,88,3.73,31,65.5333,72.5167,RU,1636425856
499,Nishihara,1855342,293.75,66,5.66,90,26.1842,127.7558,JP,1636425856
500,Santa Cruz de Tenerife,2511174,293.51,74,0.45,0,28.4682,-16.2546,ES,1636425857
501,Biltine,244878,297.9,20,3.58,34,14.5333,20.9167,TD,1636425857
502,Naze,1855540,291.66,65,7.34,80,28.3667,129.4833,JP,1636425858
503,Nuuk,3421319,266.49,86,3.09,40,64.1835,-51.7216,GL,1636425646
504,Montecchio Maggiore,3172979,283.36,87,0.93,13,45.5037,11.412,IT,1636425858
505,Bilibino,2126682,254.3,95,1.19,93,68.0546,166.4372,RU,1636425858
506,Sorong,1626542,303.4,66,2.61,9,-0.8833,131.25,ID,1636425859
507,Oranjemund,3354071,287.01,71,6.36,79,-28.55,16.4333,NA,1636425859
508,Botwood,5906229,278.88,90,2.14,100,49.1499,-55.3482,CA,1636425859
509,Huilong,1806840,284.84,40,7.9,2,31.8111,121.655,CN,1636425860
510,Tongliao,2034400,269.37,91,7.89,100,43.6125,122.2653,CN,1636425653
511,Guerrero,3527213,291.09,87,1.44,20,17.6667,-100.0,MX,1636425860
512,Ussel,2971298,265.78,93,2.59,21,45.55,2.3167,FR,1636425860
513,Kotel'nich,543737,276.21,95,3.45,100,58.3089,48.348,RU,1636425861
514,Røros,3141332,273.06,93,3.6,90,62.5747,11.3842,NO,1636425861
515,Saint Anthony,5044290,283.11,57,0.89,75,45.0205,-93.218,US,1636425861
516,São Félix do Xingu,3388847,296.07,97,0.38,98,-6.6447,-51.995,BR,1636425862
517,Neiafu,4032420,301.53,78,4.12,40,-18.65,-173.9833,TO,1636425862
518,Lumphat,1830377,303.27,58,4.41,27,13.4878,106.9816,KH,1636425862
519,Huatulco,3517251,298.63,85,2.24,49,15.8436,-96.3267,MX,1636425863
520,Koslan,544084,267.34,90,3.29,72,63.4564,48.8989,RU,1636425863
521,Byādgi,1275016,295.75,70,3.98,92,14.6833,75.4833,IN,1636425863
522,Bitung,1648636,305.62,76,3.64,96,1.4451,125.1824,ID,1636425864
523,Palestine,6254930,290.63,38,3.64,8,31.9216,35.2033,PS,1636425864
524,Bara,2347758,297.54,70,1.68,32,10.3744,10.7288,NG,1636425864
525,Deer Lake,5937252,277.07,93,1.03,75,49.1667,-57.4316,CA,1636425865
526,Verāval,1253237,299.52,45,5.41,56,20.9,70.3667,IN,1636425865
527,Batemans Bay,2176639,299.93,63,4.0,100,-35.7167,150.1833,AU,1636425865
528,Tagusao,1684245,303.22,70,2.8,40,9.1924,117.8141,PH,1636425866
529,Glencoe,1001736,287.09,74,2.04,83,-28.1783,30.147,ZA,1636425866
530,Kumul,1529484,272.16,37,1.08,0,42.8,93.45,CN,1636425866
531,St. George's,3579925,298.97,83,4.63,20,12.0564,-61.7485,GD,1636425867
532,Mamlyutka,1521153,269.16,74,5.25,56,54.9375,68.5394,KZ,1636425867
533,Miraflores,3761194,290.3,77,0.45,73,19.2167,-98.8083,MX,1636425867
534,Hinesburg,5237056,283.83,86,1.79,1,44.3292,-73.1107,US,1636425868
535,Murgab,1218612,274.08,69,0.0,5,37.4966,61.9714,TM,1636425868
536,Beringovskiy,2126710,266.38,96,1.23,100,63.05,179.3167,RU,1636425868
537,Batié,2362669,298.47,65,2.13,50,9.8833,-2.9167,BF,1636425869
538,Mezen',527321,266.49,90,1.7,69,65.8522,44.24,RU,1636425869
539,Seminole,4172445,290.2,80,3.09,1,28.7086,-81.2081,US,1636425790
540,Srbac,3190172,281.08,95,0.6,100,45.0978,17.525,BA,1636425870
541,Amarillo,5516233,291.25,37,0.89,1,35.222,-101.8313,US,1636425693
542,Grenå,2621230,280.84,95,0.45,98,56.4158,10.8783,DK,1636425870
543,Harper,2276492,298.68,90,2.41,94,4.375,-7.7169,LR,1636425871
544,Fuyang,1810845,283.27,38,6.17,0,32.9,115.8167,CN,1636425871
545,Kaeo,2189343,293.25,65,2.89,37,-35.1,173.7833,NZ,1636425871
546,Clyde River,5924351,256.72,90,3.09,23,70.4692,-68.5914,CA,1636425872
547,Fairbanks,5861897,264.13,72,3.6,75,64.8378,-147.7164,US,1636425872
548,Pizarro,3672086,297.27,94,1.15,100,4.9533,-77.366,CO,1636425872
549,Mattru,2409215,296.6,97,1.1,63,7.6244,-11.8332,SL,1636425873
550,Oyama,1853483,293.64,95,3.65,100,36.3,139.8,JP,1636425873
551,Viedma,3832899,284.74,88,4.88,52,-40.8135,-62.9967,AR,1636425873
552,Carballo,3126369,286.96,95,1.8,15,43.213,-8.691,ES,1636425855
553,Freeport,5117949,288.81,70,0.0,1,40.6576,-73.5832,US,1636425711
554,Pasni,1168312,298.89,39,3.28,0,25.2631,63.471,PK,1636425874
555,Sur,286245,298.54,52,3.39,0,22.5667,59.5289,OM,1636425874
556,Vitória do Mearim,3384986,297.18,95,1.18,100,-3.4622,-44.8706,BR,1636425874
557,Necochea,3430443,287.06,94,3.72,8,-38.5473,-58.7368,AR,1636425875
558,Morros,3394372,297.16,83,1.08,96,-9.4467,-46.3003,BR,1636425875
559,Chifeng,2038067,272.69,62,11.17,46,42.2683,118.9636,CN,1636425875
560,Cap Malheureux,934649,297.85,87,1.79,18,-19.9842,57.6142,MU,1636425876
561,Tondano,1623424,301.2,74,1.54,99,1.3038,124.9112,ID,1636425876
562,Corsicana,4683462,290.35,77,0.89,1,32.0954,-96.4689,US,1636425599
563,Flinders,6255012,297.48,68,1.79,89,-34.5833,150.8552,AU,1636425876
